273.16;45054
275.15;44970
277.15;44883
283.15;44627
287.15;44456
291.15;44287
293.15;44200
298.15;43988
303.15;43774
307.15;43602
313.15;43345
317.15;43172
323.15;42911
327.15;42738
333.15;42475
343.15;42030
353.15;41579
363.15;41120
369.15;40839
373.15;40650
383.15;40167
393.15;39671
413.15;38630
433.15;37508
453.15;36286
473.15;34944
493.15;33462
513.15;31804
533.15;29934
553.15;27798
573.15;25304
593.15;22310
613.15;18507
633.15;12967
647.096;0
